prompt,dataset,label
"Creative Commons ShareALike LaTeX template
I am writing a book in LaTeX. I am using a LaTeX template that has a Creative Commons NonCommercial ShareALike license ([CC BY-NC-SA 3.0](http://creativecommons.org/licenses/by-nc-sa/3.0/)).


I would like my ebook (pdf and epub formats) to have the Creative Commons NonCommercial NonDerivatives ([CC BY-NC-ND 4.0](http://creativecommons.org/licenses/by-nc-nd/4.0/)).


If the license transfers itself from the template to the compiled pdf, [this change of license seems incompatible](https://creativecommons.org/faq/#can-i-combine-material-under-different-creative-commons-licenses-in-my-work).


But, I presume this is possible, because my ebook is an *original work* that only *uses* the template mentionate above. I am not redistributing the template.


Is this assumption correct?",law,0
"I agreed on 1 year rent term while signing for 3 years and now landlord wants me to leave
A year ago I started a room renting contract, where landlord asked me to stay there for 1 year maximum and I agreed. This was only accepted by my words and in written email but not signed. The written contract itself states that it lasts for 3 years, so legally I can live there for 2 more years I think. 


Now landlord is asking me to leave the room because we agreed on 1 year length (the reason being, every year he is legally allowed to increase a price by little bit). I actually kind of like the room and would love to stay for at least half more year, but I think it's unethical from my point of view, but again he gave me 3 year written contract, so that's what matters, or is it possible that my email confirmation on 1 year is more important? Would it be ethical/fine to keep living there?


I know this isn't really finance related question, but I think it's fits this board most.


It's in The Netherlands by the way.",law,0
"How does one get a Personal Violence Order against someone whose name is not known?
According to the local courts in the Northern Territory, to apply for a PVO the defendant's name and address is required. 


How does one go about getting a PVO against a neighbour whose name no one in the community knows ?


Note: This question is not about a domestic violence order, but a personal violence order where violence is anticipated. The police are not authorised to give out interim PVOs (They do give out interim DVOs)",law,0
"What tenant laws apply if there is a non-code compliant living situation in CA?
I'm living in an RV in El Dorado County, CA where like in many counties, it is illegal to occupy a motorhome on residential property. Of course, El Dorado County is so rural that many people do it. Just on my street, I'm aware of 3 motorhomes being occupied.


My property just got foreclosed on and the Bank won't give me any tenant's rights and won't abide by the terms of my rental contract. Instead, they turned off my water and power (which with a couple days of talking to the sheriff's department and the sheriff civil department I got turned back on). Now they've called code enforcement on me and they say I've got till Monday to leave. I'm working on it and (hopefully) I think I've found a new place.


I'm not trying to fight this as it's a losing battle, but the situation has brought up many important issues. Here are my questions:


1. Does a person living in an RV on residential land have *any* tenant's rights whatsoever? What protections would someone in this situation have?
2. Does my contract's 30-day notice clause apply? I've yet to receive any paperwork from the bank and they only contacted me last week.
3. Does code enforcement need to give notice to someone according to the county's tenant laws?


Any other related knowledge would be most helpful.
Thanks!",law,0
"Is using a photo reference for pose fair use?
If I draw an imaginary character and use a photograph as reference for human body/pose, is that legal, copyright-wise? Let's say I change the hair and the face? I know it needs to be 80% different, but not sure how much % a figure pose is worth.",law,0
"Is a stock power form the same as the stock purchase agreement?
From what I understand I need to complete the stock purchase agreement inoders to fully/legally own all shares in my company. I understand that I need to fill out some sort of form or create and sign a document known as the stock purchase agreement. 


I have found in my company formation documents, more specifically in the: `Post-Incorporation Setup - Restricted Stock Purchase Agreement` a form, under exhibit A, called the *STOCK POWER*. It begins: 



> 
> FOR VALUE RECEIVED and pursuant to that certain Restricted Stock Purchase Agreement between the undersigned (“Purchaser”) and CompanyName Inc., a Delaware corporation (the “Company”), dated [Date] (the “Agreement”), Purchaser hereby sells, assigns and transfers unto the Company \_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_\_ (\_\_\_\_\_\_\_\_) shares...
> 
> 
> 


* **I am wondering if the blank here is the place where I would communicate somehow that I will be exchanging IP for the shares.**
* **Also, is this the ""stock purchase agreement"" I have been needing to fill out?**",law,0
"Did i get scammed?
So last week, when i was walking in a supermarket, a guy approached me and ask if i can withdraw $200 of cash for him because his card doesnt work. So I got his detail and withdraw 200$ for him and he transfer the money to me online. I did manage to get his name and phone number. But after few hours i still dont receive the money from him so i texted him and he say he will get the cash and give it to me the next day. But the next day he made an excuse and did not appear. Then this happen again for the next day. What can i do? This guy is from the same university as me but i dont have his address. He seems to reply and and dont reply and unwilling to give me his address in order to get the money from him. This happens in England. Can i report to the polis? Thanks in advance",law,0
"Is using a bot to post data to a system that doesn't have an API (via a ""Ghost Browser"" such as Selenium) illegal?
I am looking at creating a consolidation like service that posts data of the same type\* across a network of third-party websites, most of which do not have open, or free APIs. 


If you used Selenium or something of the like to take the data from your own system and submit it as normal users would, for free, to a target site, is this illegal?


For none of these services would I be using my own ""paid license"" to post data on behalf of users who do not have a license. All of these services are free, but I am not sure if you could get into trouble by posting data on behalf of a real user to a third party system.


Additionally, it's worth noting that these would NOT be 'spam' submissions. The data is real, but the way it is posted would not be by the user directly, but instead via a ""ghost browser"" submission. The data posted is verbatim to that of what a real user intended to post.


If you had the target site's terms for submission on your own site, should that suffice?",law,0
"Why can the Supreme Court tell a state what to do with its ballots?
> 
> Supreme Court Justice Samuel Alito late Friday granted part of a request from Pennsylvania's state Republicans, who wanted an order regarding mail ballots that came in during the extended deadline.
> 
> 
> He ordered county election officials to comply with a previous directive issued by the secretary of state to keep separate the mail ballots that arrived after Election Day but before Friday at 5 p.m. But he did not order the state to stop counting them. [[source](https://www.nbcnews.com/politics/2020-election/live-blog/2020-11-06-trump-biden-election-results-n1246707/ncrd1246874#liveBlogHeader)]
> 
> 
> 


Why does the Supreme Court have any say in this? Isn't it entirely a state matter?",law,0
"Aliens voting in Federal elections
I've read that a Federal law prohibits non-citizens from voting in Federal elections. I'm not a lawyer, but from reading the original Constitution and all the amendments, I don't see anything that empowers Congress to enact such a law. I would have thought that allowing resident aliens to vote would be up to the individual states. What is the Constitutional basis for this law?",law,0
"Why would a jury award more punitive damages than is allowed by the law?
I read on <https://www.npr.org/2022/06/01/1102118755/depp-heard-trial-verdict>:



> 
> The seven-member jury found that Depp is entitled to $10 million in compensatory damages and punitive damages of $5 million. But, because Virginia state law limits punitive damages to $350,000, the actual amount to be awarded Depp is $10.35 millions.
> 
> 
> 


Why would a jury award more punitive damages than what the law allows?",law,0
"Does a school syllabus trump state law?
In my state (GA), there is a one party consent to recording a conversation. Does a prohibition on recording in the syllabus trump this? Would the school have any case against me if I did record?",law,0
"Misrepresented Land Sale in Arkansas
They realtor selling land in Arkansas listed a 10 acre tract for sale with pictures of the property, and specific information, such as ""at the corner of county road ""blank"" and highway ""blank"" with county and state road access"", and ""mature pine plantation ready for immediate income opportunities"", as the pines were at maturity. We went under contract for the land. It was a cash transaction. The survey took 2 months to complete, as the seller couldn't find anyone to survey the property. Our realtor found a surveyor, although the seller (a timber company) paid for it. We have spent months improving the land with fencing, brush hogging, adding a culvert, etc. The property was flagged, but we thought we received a terrible survey crew. It turned out those flags were the starting points to survey our ""actual"" land. 6 months post sale, a timber company contacts us, and notifies us that we have a gate on their land.


Facts:


1. County Assessor had the parcels flipped on their mapping of the 10 acre property we thought we bought and the 10 acre property North of us (that legally we actually bought)
1.a. The same timber company that notified us that we were on their land were trying to sell
our actually owned land for 3 months, as the parcels were flipped.
2. We purchased based on all of the incorrect pictures the realtor posted and the precise comments of ""mature pine ready for immediate income"", ""county and state road access"", and multiple home sites to build on"". The actual land has almost no pine trees, is not ready for immediate income, and the terrain in so awful that there are no places to legitimately build a home on or even get to it.


Do we have any recourse? If so, would it be against the timber company seller or the timber seller's agent? It's our first land purchase. We know better for next time. For the record, the survey ended up being done on the ""correct"" property, although the property we thought we purchased mimics the 10 acre square layout of the property we found out we actually purchased.",law,0
"Forced to present ID to Police in the United States
You are walking down the sidewalk or any publicly accessible location where you are allowed to walk freely. As you are doing this, you begin to take pictures and/or video. It happens to be near some secure location ""Power Plant"", ""Police Station"", ""Government Building"", etc which you also take pictures and/or video of anything you can see from a public location. A security guard observes you and thinks that this is suspicion behavior. He decides to call the Police to investigate. When the Police show up, they demand ID. 


* Your location is not in a ""Stop & ID"" state.
* You are currently still on a publicly accessible walkway.
* You haven't committed any crime.


Even if the Police comes up with a ""creative"" reason why he is asking for ID. What legal standing does the Police have to force you to present your ID when no crime has occurred?",law,0
"Are street preachers worthy of being sectioned?
Some of them are really ridiculous, like they stand on street corners where they are likely to harass the most people and often they don’t even speak the best (by which I mean the most intelligible) English. They continually shout at passers by who are clearly not interested in their message repetitious slogans devoid of much cogency or insight like “Jesus loves you” or “Jesus died for your sins” over very poor quality amplification systems while jumping up and down and shaking their fists in the air. Often if a given passerby is trying to ignore the preacher as they walk past and not giving any flinch or reaction, they will intensify their harassment and grow louder and more forceful/emphatic in response to individuals’ attempts to ignore them.


Sometimes these are in public parks or squares where people may go to relax or read a book on a bench in the good sunshine but they amplify their harassment to make it impossible to avoid or ignore.


Please note I have nothing wrong with the idea of preaching and proselytising and would clearly distinguish this in terms of its impact on unwilling others from church preachers who genuinely care about their communities and give rigorous thought to how to enrich their members’ lives with the teachings of their faith while bringing the community members closer thereto.


Are the street preachers in clear contrast then given undue privilege in their legal treatment due to the fact that they are propagating a religious cause? Something tells me that if one were out in public jumping up and down clapping and cheering about the Flying Spaghetti Monster or even about a delusion with a less established and thus less coherent (much less founded in reality) significance than the FSM that was specifically devised by a serious intellectual to make a philosophical point, harassing the public as they passed by and not taking others’ queues as to their disinterest but instead shouting more loudly at them in response, they might be sectioned based on the fervour with which they are so spectacularly preaching such delusional idiocy with no foundation in reality.


Or they may be proceeded against for anti social behaviour by causing others’ harassment alarm and distress.


Or public order offences.


Social stunts like Sacha Baton Cohen’s Borat character who would often say to people in public outrageous things like “you Fuck my mother” “i eat your shit” to make them distressed and puzzled is probably well protected in the U.S. due to the first amendment. Likewise, it is easy to see how the 1st amendment’s explicit address of religion gives rise to special privileged treatment of preaching where religious causes are concerned.


But in the UK, free speech is not absolute, and further it seems to me that religious expression is likewise perhaps not under any provision subject to especial/privileged protections.


Is it likely that such obnoxious street preachers disturbing the public peace are subject to privileged treatment due to the general perception among the system’s various functionaries that their activity is a long and well established phenomenon/practice, so therefore it should be allowed however much it affects others because it must be protected since it is such a historically established activity?


This is not opinion based. It is a legal question about the correct and customary/actual applications of laws like the human rights act, pubic order act, anti social behaviour act, & mental health act.",law,0
"Reasonableness of Drug Testing
As far as I know, the purpose of drug testing is to make sure that people aren’t under the influence while working. But something doesn’t make sense about this. Drug tests determine whether someone has had drugs in the past few days. Some drugs can stay in a person’s system for a week or more, so if someone had a fun Saturday night and a random drug test happens on Tuesday, they could lose their livelihood. Is this at all considered in company policies or drug laws?",law,0
"Do children hold the copyright over their own creative works?
I was recently looking at a story I wrote when I was 8 years old. I presume that, however the law works exactly, I now hold copyright over it at age 30. But think about when I originally wrote it. Did I get automatic copyright ownership of it, as is typically the case when one makes a creative work? Or did my legal guardians hold the copyright instead, because I was a minor?",law,0
"Can I search for a type of case using Pacer.gov?
My interest is not in one particular case, but in a type of case (e.g., class action employment discrimination under Title VII of the 1964 Civil Rights Act, as amended). Is there a way to search for such cases on Pacer.gov?",law,0
"Landlord Ignoring My Potential Replacements (UK)
In October last year (2019), I (22, M) moved into a houseshare in Bristol to attend my final year of university. I signed the contract knowing that I would be moving out after exams finished in May/June, which the landlord said was fine provided I found a suitable replacement. This was proved in December when one of my housemates moved out and there was a new tenant in 2 days later.


Forward to March, coronavirus shuts down the university and everything moves online, so I decide to move back home to be with my family and hopefully save some money on rent. On the 22nd March, I posted an advert on Facebook marketplace and my landlord assured he would do the same (he did not). I was immediately inundated with messages from eager prospective tenants wanting to move in ASAP. As the landlord instructed, I passed on his email address to suitable prospective tenants.


A few days passed, and I had not heard anything, so I messaged my landlord for an update and he responded that due to new social distancing rules he would not be able to do any viewings, so finding a new tenant would be unlikely. I informed the landlord that the other housemates all said that they were happy to host viewings themselves either in person or via video, which he ignored. Repeated follow up messages regarding this and asking about the possibility of subletting for a month or two were similarly ignored. Eventually I called him to discuss the situation, and he told me that he would not allow subletting under any circumstances (did not provide a reason) and to find someone who could show proof of income and three months rent upfront, and he would do his best to move them in as soon as possible.


I found four people who had proof of income and were happy to pay the three months upfront, all wanting to move in ASAP. After informing the landlord of this, I was again repeatedly ignored and heard nothing back until 1st April when rent was due, which, reluctantly, I paid. The landlord then told me that again due to coronavirus, the earliest somebody would be able to move in would be the 1st May.


I continued to pass on his contact details to those who seemed suitable, letting the landlord know the names to look out for in his emails. I had passed on the details to over 20 suitable candidates, but heard nothing back from the landlord. Eager to not have to waste rent for a second month, I sent messages asking for an update on the 21st, 24th, 27th, and 30th April. I did not receive a reply until the 30th, when the landlord informed me that he would now be unable to move anyone in until the 1st June, but that he did not see a problem with moving someone in then.


May passed by, and I continued to direct people to the landlord, and continued to be ignored when I informed him or asked for updates. Around the 24th May, I decided to message back one of the prospective tenants asking if they had had a viewing/heard back from the landlord. To my surprise, they told me that they had sent an email but received no reply, so had assumed the room had been taken. I contacted the landlord about this and (surprise surprise) he did not reply. I decided to ask a few more prospective tenants about this, and all of them had messaged him and either been declined a viewing or got no reply at all. When I confronted the landlord about this, he simply said that he gets a lot of emails and he's too busy to go through them all, and to pass on his mobile number instead.


By this point, it was now 1st June and there was still nobody to take the room. The landlord spoke to me and said that rent was still due, however I would be reimbursed when someone else moved in, which the landlord assured me would be within a week as he had several viewings booked. I was hesitant, but knowing that I had sent many more people to him, I once again paid.


Passing on his number managed to get a few people booked into viewings, however nowhere near as many as people I spoke to. I decided to chase up the prospective tenants again to see if the landlord had responded. It may not come as a surprise that the responses I got back consisted mainly of:


'he read my message but never responded'


'I spoke to him on the phone and he said he'd call be back but never did'


'I've called him a few times but he hasn't picked up""


What was surprising, however, are the messages from people who said they had spoken to him, but had been refused a viewing. I again confronted him on this to which he responded 'No one has been refused viewings'. I sent him the screenshot of the conversation with the prospective tenant, which he again ignored.


Now comes perhaps the most infuriating part. A girl who had viewed the house messaged me saying that she would like to take the room. I told her that I was happy for her to take it, and that she should contact the landlord to arrange contracts and details. I also contacted the landlord letting her know that I was happy for her to take it. He did not respond. I told her to try him again the next day. Once again, no response. We have both been messaging him and calling all week, and neither of us have received any reply or acknowledgement.


The girl has now contacted me again voicing her concerns about moving into a place with such an unreliable landlord, and I am now unsure what to do if the room does not get taken.


My question is, do I have any legal standing that I could use to stop paying rent/take the landlord to court? I have been paying rent on a place that I have not been living in for three months, essentially wasting ~£1500, which as an unemployed student is really not an affordable loss. Has the landlord breached any contractual agreements that could potentially be used against him to possibly recover any of the money? For info, it is a joint tenancy for the whole house and I am the lead tenant.",law,0
"Is it Illegal to sue a company that sells fake products to US customers?
My Girlfriend works for a car parts company where she found out that they sell products bought from China and is actually sold as “made in US” to customers and charged thousands of dollars for them. For example: selling fake Carbon Fiber for 1500 when in reality only worth 2-300?",law,0
"Is it illegal to hire by age in the US?
Maybe one of the fields that has the most ""ageism"" is programming and software engineering jobs.


There were multiple times I hear of the CEO or SVP at the final approval stage: ""we want to hire a more junior person"", and rejected the candidate and the 10 hours of interviews by 6 tech people and 3 manager level people.


Some say, before age 35, a person is most creative and productive, and it is all about productivity.


In reality, when you are 25 or 28, you are more likely to stay up working till 3am, sleep, and wake up at 9am and continue to work. However, most companies claim they want 40 hours per week and work life balance, so they won't burn somebody out in 1.5 years and then have to dump them.


Also, programming and software engineering isn't like painter or poet or novelist. They don't need that much creativity. They are more like engineers building roads or bridges, where experience is important too.


One other reason I can think of is, if the manager is 32, he wouldn't want to hire somebody 38 or 45, because then that person appears more like a manager than he or she is. (and that a 28 year old is more like to listen to the 32, and a 45 year old is probably less likely).


And just because they want to hire somebody 35 or under, isn't it ageism and therefore, discrimination by age, and therefore illegal in the US?


I even talked to a lawyer that says, ""if we sue, that means these cases are flying all over the sky"" (and therefore it is like people quietly accept them).


It also appears that the CEO or SVP are bold enough to even at the final offer approval stage, say ""rejected. We want a more junior person.""",law,0
"LGPL open source project - condition on invoking license (no right to use the software) on certain modifications. Is it possible?
Released a software under LGPL license.


Now added also a paid license check to it, so users can also upgrade to commercial license.


However, I think some users can remove the check and re-release it under LGPL


Can I somehow prohibit it? If license check code parts are modified, users rights, license (LGPL) are completely removed and there is not right to use this modified software.


How can I protect against this modification of code?


With close source it can be cracked, but with Open Source it would be very easy to remove it and release in the Internet as a new project.


What are your suggestions?


Was thinking to add a extra clause in ""commons clause"" in LGPL that would say:


""modification to license check code, removes and rights to use this software""


""Unauthorized further distribution may result in severe civil and criminal penalties, and will be prosecuted to the maximum extent possible under the law.""",law,0
"Can I carry a Miniature knife at school?
I have a small necklace knife where the blade is less than 1 inch or 2 1/2 cm I live in Washington and go to high school would it be legal to carry such a small knife in a pocket in my backpack? it is under the requirement for ""deadly"" as it is way too small to really hurt someone.",law,0
"Can you report a judge for not appointing guardian ad litem for child abuse
Can you report a judge for not appointing a guardian ad litem for child abuse in the state of Mississippi when one is requested and, where it is mandatory to automatically appoint a guardian ad litem when dealing with child abuse in MS. What might be the repercussions be of said judge if there is a way to report them through the state?",law,0
"Final Income tax Return due to death
If a person dies in 2023 and he has significant income in 2023 he has to file an income tax return. Would that income tax return cover the entire year or would it just cover Jan 1 to the date of death? Could it be done either way?",law,0
"Can you be arrested for accidentally signing a recipt for someone else's order?
I may have signed a credit card receipt for someone else's pizza order, giving a tip as well. The deliver driver gave my address so I had assumed my aunt or uncle ordered without telling me, then I got the customer receipt with the delivery address on it and it wasn't my address. Can I be arrested for this?",law,0
Please...do you have to waste your time to stupid messages like this one? I can switch to IP from another country in one minute. 177.47.116.74,jigsaw,0
seen this sad little faggots face,jigsaw,0
Your two ass and my single penis.How about threesome?,jigsaw,0
"Dude, calling you out on fanboyism isn't vandalism. You are the vandal. I provided proof that you are wrong, but you just can't accept it. You are wrong.",jigsaw,0
Pablo is a fucking troll abusing Wiki for his Communist agenda. He deserves worse than I gave him.,jigsaw,0
"you, stupid chap, ...",jigsaw,0
"THIS ARTICLE OF ANGELES IS NOT HELPING THE STUDENG CLOSED THIS  WIKIPEDIA ANGELES IS NO GOOD TO THE CHILDREN THEY LIKE TO KNOW ABOUT ANGELES, BUT THEY READ ALL SEX THIS CITY.. ALL YOU PEOPLE IN THIS ARTICLE YOU KILLING THE ECONIMY  OF ANGELES CITY YOU GIVE THIS CITY A BAD IMAGE TO THE WORLD........TO WIKIPDIA MANAGEMENT PLS CLOSED ANGELES CITY WKIKIPEDIA U ARE NOT HELPING PEOPLE OF ANGELES U ALL KILLING THEN..KAPAMPANGANG PARA SA KATOTOHANAN!!!!!!",jigsaw,0
I can't believe Wiki is stupid enough as to make this faggot an admin.,jigsaw,0
"Cesc Fabregas 

I see it's been changed that he now plays for Chelsea. Looks like I was right all along? how do you like that you little bitch? I was right and you were wrong.",jigsaw,0
"""
Wait, You are threatening me with WP:CIVIL less than 2 hours after telling me to """"eat shit""""?   """,jigsaw,0
"WOE TO YOU CPTNONON(you did not passed, so DON'T PASS GO, DON'T COLLECT 200, GO STRAIGHT TO JAIL)",jigsaw,0
"""

 Message 

You rude little child. I maintain civility. You don't """"Gandalf"""" or """"Golem"""" because you are acting like him. Talk pages are NOT forums keep that in mind before you make hypocrite.  """,jigsaw,0
SAID I SHOULD PUT SOAAP IN MY MOUTH AND I SAID Y. U VANDALISED MORE THAN ME,jigsaw,0
"Wikipedia, a phenomenon tied to racist cunts?
Ugh you disgust me, and now so does Wikipedia. Well done, you win, you just proved there's no point in editing this Hitlerphile circlejerk. Jews are communists/putinists!!! Fucking hell, I can't believe I spent so much time talking to you respectfully. The Prague Process which doesn't even exist is never going to work anyway, so I will just let its inevitable failure play out in front of your pathetic eyes. I'm going to have a shower to get rid of the filth I covered myself in by sinking to your level on your playing field. If anyone asks, I will cite this page and tell them that yes, the rumours are true, The Free Encyclopedia doesn't work, and controversial articles on Wikipedia are honeypots for racist cunts.",jigsaw,0
"""

 Rutherford B. Hayes edits 

""""Please refrain from making unconstructive edits to Wikipedia, as you did at Rutherford B. Hayes with this edit."""" - NOT A CHANCE YOU LITTLE SHIT! 2.123.138.1  """,jigsaw,0
THEN DON'T SPEND ANY MORE TIME ON THIS.  TANSTAAFL.  YMMV.  THIS IS NOT POV.  YOU ARE AND WERE WRONG.  I WAS RIGHT.  HAVE A NICE DAY. GET A CLUE.,jigsaw,0
I did it on your page too you fucktard.  Get a life cocksucker.,jigsaw,0
""" Wikipedia editors are fuckin cuntrags that should shut the fuck up cause they are nothing but mindless drones. fuck you and ur """"internet"""" thug. you fuckin homo thugs. 

""",jigsaw,0
Whoever put a notices on my page. I will kill u,jigsaw,0
Hypocrit! you just cited a newspaper that claims to be reliable. i will incorporate and make a newspaper company then ill site it. its called TEADRINKERNEWS.com this site has no merit and you have no integrity!,jigsaw,0
"2009 (UTC)
Go F*** yourself Golbez. You and Mohammed Atta ought to rot in hell.   01:16, 11 September",jigsaw,0
"I really enjoy licking penis. I routinely check into hotles with she-males in order to get rammed by them also. After all, my name is uncle dick.",jigsaw,0
The jobsworths are now satisfied.  You fucking prima donna.,jigsaw,0
"Don't hide the incriminating photographs you Nazi Americans!!!!!! 

If the photos are graphic its because the horrible deeds committed by the deranges,sadistic perverted soldiers are also equally disturing.I think the Yanks should stop trying to cover up these issues.",jigsaw,0
"Hi! 

I wanna rape you!",jigsaw,0
"Just in case a moron comes along and thinks this should be deleted, remember that you will have to delete thousands of articles like this on the wiki. Please be inconsistent and refrain from being illogical fools.",jigsaw,0
Guess what? I dont give a flying fuck! I can edit any tine i want.,jigsaw,0
193.171.155.14  193.171.155.14  Suckkk daa deeeeeee,jigsaw,0
"F U C K   O F F 

YOU ARE  THE BIGEST  C U N T  IN THE WORLD. WHAT THE HELL DO YOU THINK YOUR DOING YOU DELETED A PAGE THAT WAS PERFECTLY OK AND AN EXISTING PROJECT  IN THE UK YOU ARE NOT FIT TO BE AN EDITOR ON WIKIPEDIA YOU STUPID UNSATISFIED SON OF A  B I T C H . GO TO HELL AND BURN!!!!",jigsaw,0
cos he smells like ass 2,jigsaw,0
"fuck you JzG

I WILL HAVE YOU REMOVED",jigsaw,0
"I guess so will you if you revert again, bitch.",jigsaw,0
"Shut up, NoCal. Whinging about BLP's and Blocks  be serious, you don't care about policy or procedure. You just want to see an American, Jewish, Pro-Israel genocide advocate portrayed as a rationalistic hero, because Israel makes your dick hard. You twisted individual. 99.249.128.214",jigsaw,0
"possible racism of user rodhullandemu - as this is my talk page, i can of course decide the headings. this is not my last warning. i do like to eat pineapples.",jigsaw,0
"Hey, moron, why don't you read the entire edit requesting subject to see the sources I provided? And it doesn't hurt for wikipedia articles to be just a little bit accurate.",jigsaw,0
I HATE THIS GUY HE IS SOME INTERNET THUG THAT THINKS HE KNOWS WHAT REAL HIP HIP IS ABOUT HE LIVES IN DAYTON FROM THE MEAN STREETS OF DAYTON YOU LITTLE INTERNET POPO.,jigsaw,0
"Fag 

Your a danish faggot.",jigsaw,0
Friday 13th: Paris: 129: DEAD. Thank fucking you.,jigsaw,0
SHOULD KILL MYSELF!!!!!!,jigsaw,0
"get lost
don't bother me again, you miserable piece of shit!",jigsaw,0
"hannah montana has been the first president in the united states they say dat miley cyrus is only 16 (WRONG) she's not she 182 she still looks young because she had plastic surgery on  but really folks dere is nothing more than miley cyrus love for her people and i say miley cyrus is 1 freaky skank! lol too much boobs are showing,anywayz please please belive dis message it is a approved by teachers all over there world.",jigsaw,0
"Alright, your lack of fact checking and denial of truth is pathetic, especially by your staff. 

Stop making comments, just to harass me. 

You are assuming I'm everyone who doesn't agree with your wiki article. Pathetic. 

I will continue to report them until your competent employees do the right thing.",jigsaw,0
"Msg for Vandalisim? 

Why am I getting this message on my wall? Fuck off.",jigsaw,0
fuck cocksucker titty marijuana nigger whore,jigsaw,0
"""

Shame

In text it says a Serb was killed """"even though he was moderate"""" which implies that Serbs who are not loyal to Albanians deserve to be killed how sick is that?

24.135.84.89  """,jigsaw,0
"I was only making him apologise 

I was only asking him to apologise, as i've done numerous times before you insolent pancake-head!78.144.87.71",jigsaw,0
"007 litter act sect 11  is shit, try qld act with amendments.get your shit out of my letter box",jigsaw,0
"OKAY. Listne, idiots. Amon Amarth is NOT viking metal. What, the, fuck. They sound nothing like Tyr or Ensiferum. THAT is viking metal. Are you all stupid? Wikipedia is full of idiots, it looks like. Bodom, Norther, and Kalmah are POWER metal. Amon Amarth is MELODIC DEATH, and ONLY melodic death. Fucking cunts.",jigsaw,0
"... 

WHY DO YOU ACT SO HOSTILE WHEN YOU GET INSULTED?!?!
LEARN TO FRIGGIN FIND SOURCES BEFORE YOU DELETE THOSE PRICING GAME ARTICLES, GD",jigsaw,0
"maybe this should mention that her real last name is rowberry

and that she totally sucks ;)

and that she talks about eating disorders only to hide the fact that she indeed is fat D

Last Name",jigsaw,0
IN THE ASS BITCH FUCKING COCK SUCKER!,jigsaw,0
"Mr. Stemonitis, you are a stupid botanist, who does not know the taxonomy of dipterous.  For that, you must leave the corrections made in the definition of the superfamille.",jigsaw,0
"""

 A kitten for you! 

dose this look like you bastard FUCKER??

  
""",jigsaw,0
"""

 Your recent stupidity 

Please refrain from being stupid. Your recent ignorance has been reverted. Next time you try to supress the truth you will be blocked. 
Thank you,

The truth teller  —Preceding unsigned comment added by 32.173.32.74   """,jigsaw,0
"screw you
why dont you stick it up your fucking ass than lick it out, block it i dont give a shit you fucking bastard, suck my fucking BALLLLLSSSSSSS!!!!!!!!!!!!!!!",jigsaw,0
"Not pleased with you at all 

No moron the reason I mentioned Light Currant is that my previous IP was blocked for being him anyway you're fucking me off right now so either apologise or I'm going to make your time on wiki very unpleasant.",jigsaw,0
"I do think that  is heavily biased and that accusations as given are baseless. My all contributions are strictly supported by valid references and claim that 'everyone has finally gotten sick of you' is generic, baseless, and offensive.",jigsaw,0
You're off your fucking head DerbyCountyinNZ,jigsaw,0
That's a load of crap. You are letting trolls vandalize his page and have made no effort to stop them. I am just protecting the page from their idiocy.,jigsaw,0
REMOVE MY Furry Lewis MySpace link I guess thats promoting myself TOO. I am The Furry Lewis MySpace page. REMOVE THE LINK TO FURRY LEWIS!!!!! Prormoting Myself...you guys are really full of youselfs!!,jigsaw,0
"You are a n00b, stop fixing the crap that I edit.  I will call the authorities if these actions continue.  Go fuck yourself like the n00b you are.",jigsaw,0
"Mine dispeared, somebody wax my ass.",jigsaw,0
"BLHDA 
I am the one that wrote the second article and i was not aware of Darren creating the first article, the fact that you accused darren of writing it is somewhat stupid as it clearly says that Jimothytrotter wrote it, either your a complete idiot or your just trying to annoy us, whatever your trying to do i will not tolerate it and any more VANDALISM from you,c os thats what it is VANDALISM will be highly critisized and removed. The article on BLHDA is perfectly ok and i am offended that you could see it as a nonsense article.
I will recreate the article and will do whatever i can do to protect it from scum like you.
your friend Jimothytrotter",jigsaw,0
Dolescum your such a stupid motherfucker who gives a fuck what you go to say and you can have them close my account to i don't care i'll make another one stupid little punk ass virgin bitch you make me fucking mad you just mad couse you can't and never will get no fucking pussy,jigsaw,0
ATLAN U FUCKER. fuck u. i'm gonna cut off your cock and fry it with onions and lick it and bite it off. im gonna bite off ur cock and youre gonna be DEAAAAAD!!!!!!!!!!!!!! fucker,jigsaw,0
"u r a scum bag 

u r a effin homo i am the most inportantest person in the world u can call my article about Brittany Mellor nonesense but that is rejecting my and dat little badge that said kindness on ur sandbox yeah thats not true cuz I AM brittany mellor and calling me nonesense is effin stupid u dick head!!!",jigsaw,0
"Fuck Andrew Quah, father of the bonsai and chink spy extraordinaire",jigsaw,0
I want to fuck her too.  After Niahm though.,jigsaw,0
"Well so now I'm apparently not allowed to posts facts to support an article just because I may know someone. Hmm, sounds like it would be easier to provide facts if I did know someone. Anyways since I can't maybe wikipedia should do reasearch on the facts presented to them instead of completely ignoring them. Go ahead and file your damned report, I'm getting sick of you people pretending like this is an open encyclopedia anyways. You've been present with more than enough well documented facts by people other than myself that fall well within Wikipedia's guidelines and they still have yet to be posted. So all I have to say is take that report and stick it up your ass.",jigsaw,0
get p!$$ed off when someone expresses hate for Nintendo. I,jigsaw,0
